listing_name,listing_description,listing_category,google_maps_url,phone,address,url
บริษัท เบน-เฮอร์ โปรดักส์ จำกัด,", ระบบลูกปืนกลม, ระบบลูกปืนแผ่น, กุญแจลิ้นล็อคตาย เสริมความปลอดภัย, มือจับ ก้านโยก เขาควาย ภายใต้แบรนด์ BEN-HUR และ MIX และรับสั่งผลิตตามออเดอร์ (OEM)",ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=13.69181,%20100.50183","02-689-0888, 02-689-0999",อาคารจึงกานต์กุล ถนนพระราม 3 แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%9A%E0%B8%99-%E0%B9%80%E0%B8%AE%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%94%E0%B8%B1%E0%B8%81%E0%B8%AA%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-92DIXGtt1
บริษัท สยามบลูมาร์ค จำกัด,โรงงานผลิตกุญแจ สยามบลูมาร์ค ผู้ผลิต จำหน่ายส่งทั่วประเทศและส่งออก กุญแจเฟอร์นิเจอร์ไม้ Carbinet lock เช่นกุญแจล็อคลิ้นชัก Drawer lock กุญแจลิ้นชักโต๊ะ กุญแจตู้ลิ้นชัก กุญแจล็อคบานประตูตู้ กุญแจล็อคบานเลื่อนไม้ กุญแจสำนักงานแบบล็อคตลอด Office lock กุญแจล็อกบานเลื่อนกระจก Glass lock กุญแจประตูบานเลื่อนแบบไขทางเดียว,ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=13.5489,%20100.23112","034-490-698, 034-490-699",1/45 นิคมอุตสาหกรรมสมุทรสาคร ตำบลท่าทราย อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%9A%E0%B8%A5%E0%B8%B9%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-92DKlphbE
บริษัท โรเยลเมทัลอินดรัสทรีส์ จำกัด,ผู้ผลิตและจำหน่ายกุญแจลูกบิด กุญแจล็อคประตู รับทำกุญแจบ้าน โรงงานผลิตกุญแจ ดอกกุญแจและแกนทำด้วยทองเหลือง เพื่อความปลอดภัยของคุณและคนที่คุณรัก ป้องกันการงัดแงะ ไม่กลัวกุญแจผี ลูกบิดที่มีคุณภาพสูง คุณภาพคุ้มราคา ความปลอดภัยที่เหนือกว่า สามารถทำMASTERKEY ได้ดี ลูกบิดและกุญแจนำเข้า จำหน่ายวัสดุ อุปกรณ์ตกแต่งบ้าน,ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=13.6633192,%20100.4169373","02-415-7994, 02-415-4492",137 ถนนบางขุนเทียน แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%82%E0%B8%A3%E0%B9%80%E0%B8%A2%E0%B8%A5%E0%B9%80%E0%B8%A1%E0%B8%97%E0%B8%B1%E0%B8%A5%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B8%A3%E0%B8%B1%E0%B8%AA%E0%B8%97%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-dUJzx6OCj
STIK KEY Service,ร้านของเราบริการทำกุญแจรถ กุญแจบ้าน ครบวงจร ตลอด 24 ชั่วโมง ไม่ว่าจะเป็นการติดตั้งรีโมทและสัญญาณกันขโมย เปลี่ยนกรอบ ทำรีโมทเพิ่ม,ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=13.629122919449,%20100.61313111954",063-664-9790,8/27 หมู่บ้านทรัพย์ยั่งยืน ซอย1 ถนนเทพารักษ์ ตำบลบางเมืองใหม่ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,https://www.yellowpages.co.th/profile/STIK-KEY-Service-dUL2ql10P
ช่างกุญแจพังงา,ร้านเรามีบริการหลายรูปแบบให้เลือกครับ ไม่ว่าจะเป็นสวิทช์กุญแจกุญแจบิดไม่ได้ ไขไม่เดิน สตาร์ทรถไม่ได้ เราซ่อมได้ครับ และเรายังมีบริการรับทำกุญแจรีโมทฝังชิพอีกด้วย เปิดบริการ 24 ชั่วโมงเลยครับ,ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=8.4588131349167,%2098.531907048298",064-798-8292,295 ถนนเพชรเกษม ตำบลท้ายช้าง อำเภอเมืองพังงา จังหวัดพังงา 82000,https://www.yellowpages.co.th/profile/%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88%E0%B8%9E%E0%B8%B1%E0%B8%87%E0%B8%87%E0%B8%B2-dUL0X7DEW
ช่างกุญแจภูเก็ต,ช่างกุญแจภูเก็ต กุญแจรีโมทรถยนต์ กุญแจฝังชิพรถยนต์ ติดตั้งรีโมททุกรุ่น รถญี่ปุ่น รถยุโรป Benz BMW เปิดซ่อมตู้เซฟทุกรุ่น หมุนรหัสเซฟ รับทำกุญแจฝังชิพบิ๊กไบค์ทุกรุ่น,ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=7.9080374780082,%2098.391468121338",064-798-8292,105 ถนนเฉลิมพระเกียรติรัชกาล ที่ 9 ตำบลรัษฎา อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000,https://www.yellowpages.co.th/profile/%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95-dUJw5ctTu
มิกกุญแจ,กุญแจ กุญแจบ้าน กุญแจห้อง กุญแจสำนักงาน กุญแจเซฟ กุญแจตู้นิรภัย กุญแจตู้เซฟ กุญแจชิฟ กุญแจรถยนต์ กุญแจรถโตโยต้า กุญแจรถฮอนด้า กุญแจรถมิตซูบิชิ กุญแจรถมาสด้า กุญแจรถนิสสัน กุญแจรถอีซูซุ กุญแจรถเบนซ์ กุญแจรถบีเอ็มดับยู กุญแจรถวอลโว่ กุญแจรถฟอร์ด กุญแจดิจิตอล มาสเตอร์คีย์ รับเปิดกุญแจ ซ่อมกุญแจทุกชนิด รับเปิดตู้เซฟ,ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=18.799,%2098.99025","คลิกดูรายละเอียดเพิ่มเติม, 053-217-696",66/4 ถนนสนามกีฬา ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50200,https://www.yellowpages.co.th/profile/%E0%B8%A1%E0%B8%B4%E0%B8%81%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88-91Tku91sH
ช่างกุญแจตรัง,"เราบริการรับทำแม่กุญแจและรับเปิดกุญแจบ้าน,กุญแจรถหาย,กุญแจรถเสีย,กุญแจตู้ลิ้นชัก",ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=7.5440175326613,%2099.614212109375",064-798-8292,101 ถนนวิเศษกุล ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,https://www.yellowpages.co.th/profile/%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88%E0%B8%95%E0%B8%A3%E0%B8%B1%E0%B8%87-dUL0Uu6Ew
บริษัท เฟื่องฟูวัฒณา จำกัด,ผลิตกุญแจล็อคต่างๆ แม่กุญแจ กุญแจล็อคบ้าน จำหน่ายส่งกุญแจ รับทำกุญแจ กุญแจลูกบิดประตู ผู้ผลิตและจำหน่ายกุญแจ ผลิตและจำหน่ายระบบแม่กุญแจล็อค โรงงานผู้ผลิต-กุญแจทุกชนิด ผลิตกุญแจแบบมืออาชีพ กุญแจลิ้นล็อคตาย เสริมความปลอดภัย กุญแจบ้านทุกชนิด ผลิตและจำหน่ายระบบแม่กุญแจล็อค โรงงานผู้ผลิต-กุญแจทุกชนิด ขายส่ง-ราคาย่อมเยา,ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=13.5872783,%20100.813461","02-740-0829-30, 02-740-0828",24/53-54 หมู่ 6 ซอย 24 แลนด์ ถนนบางนา-ตราด กม.24 ตำบลบางเสาธง อำเภอบางเสาธง จังหวัดสมุทรปราการ 10570,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%9F%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%9F%E0%B8%B9%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%93%E0%B8%B2-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-dUJzaGN3K
ช่างญา เมืองทอง,รับทำกุญแจ เปิดเซฟ กุญแจบ้าน กุญแจรถ ตู้เอกสาร ล็อกเกอร์ ซ่อมนาฬิกา,ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=13.90221,%20100.53833",089-505-4855,58/32 ซอยเมืองทองธานี ตำบลคลองเกลือ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,https://www.yellowpages.co.th/profile/%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%8D%E0%B8%B2-%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87-92KoOb85E
ป๋อง ช่างกุญแจ 24 ชม,",กุญแจรัชดา กุญแจพระรามเก้า,กุญแจเพชรบุรี,กุญแจสาทร,กุญแจสีลม,กุญแจสุขุมวิท กุญแจพระราม3,กุญแจพระราม4,กุญแจดินแดง,กุญแจวิภาวดี ,กุญแจดอนเมือง กุญแจจรัญสนิทวงศ์,กุญแจปทุมวัน,กุญแจคลองเตย ,กุญแจดุสิต ,กุญแจจตุจักร กุญแจบางซื่อ ,กุญแจห้วยขวาง ,กุญแจหลักสี่ ,กุญแจสายไหม ,กุญแจพระนคร กุญแจหนองจอก ,กุญแจลาดกระบัง",ช่างกุญแจ 24 ชม.,"https://maps.google.com/maps/place?q=13.6313,%20100.6199",089-752-7665,820/7 หมู่ 3 ถนนเทพารักษ์ กม 3.5 ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,https://www.yellowpages.co.th/profile/%E0%B8%9B%E0%B9%8B%E0%B8%AD%E0%B8%87-%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88-24-%E0%B8%8A%E0%B8%A1-92Ggg1bNJ
เดียร์ดี เอพเวอร์เน็ต,สามารถเปิดได้ทั้งแบบระบบกุญแจและระบบใช้รหัส ระบบล๊อคประตูอัตโนมัติ โดยไม่ต้องกลัวลืมล๊อคประตู,ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=18.8102638889,%2099.0053166667","053-245-612-3, 053-245-613",78/3 หมู่ 2 ตำบลฟ้าฮ่าม อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50000,https://www.yellowpages.co.th/profile/%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B8%B5-%E0%B9%80%E0%B8%AD%E0%B8%9E%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B9%87%E0%B8%95-92Pee08RV
บริษัท เอกฮง จำกัด,"ผู้จัดจำหน่ายลูกบิด, กุญแจ, สีทาบ้าน และอุตสาหกรรมอุปกรณ์ สำหรับ ประตูทุกชนิด เครื่องมือติดตั้งซ่อมพรม อุปกรณ์ล้อและรางเลื่อนประตู เคมีภัณฑ์ ราวตากผ้า",ขายส่งและผู้ผลิตกุญแจ,"https://maps.google.com/maps/place?q=13.74002,%20100.51241","02-224-0033, 02-224-7886",672-8 ถนนสามแยก เจริญกรุง แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%AD%E0%B8%81%E0%B8%AE%E0%B8%87-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-HRUU6AxQ
บริษัท จาร์ตัน แอนด์ ซันส์ จำกัด,"ผู้ผลิต จำหน่าย และนำเข้า-ส่งออก กุญแจลูกบิดประตู, กุญแจลูกบิดประตูระบบพิเศษ , กุญแจเสริมความปลอดภัย JARTON (จาร์ตัน), ระบบกุญแจจากประเทศอิตาลี ลูกปืนทองเหลือง 12 เม็ด และอุปกรณ์สำหรับบ้านครบวงจร ได้แก่ บานพับประตู , บานพับหน้าต่าง , กลอน , มือจับ , ขอสับ , กลอนโซ่-รูด , กันชน สายยู , ขอแขวน เป็นต้น",กุญแจ,,"02-689-0888, 02-689-3595",222 อาคารจึงกานต์กุล ถนนพระราม 3 แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%88%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%B1%E0%B8%99-%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C-%E0%B8%8B%E0%B8%B1%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-93IWAyif7
